id,owner-uid,name,description,category,attribution,periodOfTime,postingFreq,originator,link,downloadCount,viewCount,licenseId,publicationDate,rowsUpdateAt,tags,rowLabel,metadataLanguage,numberColumns,numColumnDescriptions,numTags
2xmg-9s94,u8r9-8e3x,Public Records Requests,Request to the Department of Services for the Blind for information under the Freedom of Information Act.,,Washington State Department of Services for the Blind,,,,http://www.dsb.wa.gov,1139,104,USGOV_WORKS,2016-11-10 15:18:36,2016-11-10 13:30:37,['public records'],Row,,5,4,1
asqd-efxe,h9w5-qfr2,Watershed Health Monitoring: Riparian Cover using X DensioBank,This is a list of random sites sampled by the Department of Ecology's Watershed Health Monitoring Program during 2009-2016. It includes data for riparian cover as measured with a densiometer at the bankfull margins and the amount of stream network represented by the random site. Densiometer data are assigned ratings of riparian condition relative to reference conditions.,Natural Resources & Environment,"Washington State Department of Ecology, Environmental Assessment Program",2009-2016,As needed,Glenn Merritt,https://ecology.wa.gov/Research-Data/Monitoring-assessment/River-stream-monitoring/Habitat-monitoring/Watershed-health,224,102,PUBLIC_DOMAIN,2018-09-06 10:49:57,2018-09-06 10:49:57,"['watershed health monitoring', 'physical habitat', 'riparian cover', 'shade', 'status and trends monitoring', 'densiometer', 'streams']",Random site,English,12,12,7
myws-9yw2,wbwq-kxbs,"Arrests for Criminal Offenses Reported to the Clarkston Police Department, NIBRS Group B",This dataset documents Group B arrests for crimes reported by the City of Clarkston Police Department to NIBRS (National Incident-Based Reporting System).,Public Safety,City of Clarkston Police Department,2016-2019,Annually,,,37,103,USGOV_WORKS,2020-10-30 14:58:11,2020-11-20 11:43:56,"['city of clarkston wa', 'crime', 'asotin county', 'arrests', 'police', 'offenses']",statistical summary by type of crime (Group B) offenses as reported to the NIBRS (National Incident-Based Reporting System).,,4,4,6
izyc-t5hm,7ykf-4t5h,District Enrollment 1999-2000,"District student enrollment for the 1999-2000 school year. Select the ""download"" button in the top right of this page to download.",Education,OSPI,,,,https://www.k12.wa.us/,92,101,,2020-04-06 08:43:02,2020-04-06 08:43:01,"['ospi', 'k-12', 'enrollment', '2000']",,,18,0,4
kju2-r99e,fuyk-waw8,Regions -- Hatchery Standards 2014 SOS,,,,,,,,1160,100,,2014-09-10 15:49:00,2014-09-10 15:47:43,N/A,,,5,0,0
nsr6-5nzh,wbwq-kxbs,"Domestic Violence Injuries by Type, Clarkston Police Department","Domestic violence injuries by type as reported by the City of Clarkston Police Department to NIBRS (National Incident-Based Reporting System), Group A.",Public Safety,City of Clarkston Police Department,2016-2019,Annually,,,48,101,USGOV_WORKS,2020-11-02 15:19:37,2020-11-20 12:42:23,"['clarkston', 'asotin county', 'domestic violence', 'offenses', 'crimes', 'injuries']",a type of domestic violence injury with the number of offenses in a given year. ,,3,3,6
reyu-f99k,fuyk-waw8,Recovery Plan Progress Indicator 12212012-2,,,,,,,,991,100,,2012-12-25 21:38:19,2012-12-25 21:37:40,N/A,,,6,0,0
y3ue-qzsv,fuyk-waw8,C AA Summary Tables 12-05-2018,Coast Salmon Partnership AA summary table for 2018 SOS,Natural Resources & Environment,Governor's Salmon Recovery Office,2018,Even years as part of the State of the Salmon in Watersheds biennial report.,"Jennifer Johnson, Governor's Salmon Recovery Office.",,0,0,,2016-11-29 07:04:48,2018-12-31 16:42:20,"['salmon', 'state-of-salmon']",,,5,5,2
93km-ba4a,7ykf-4t5h,Washington School Improvement Framework (WSIF) 2017 Run,2017 Run of the Washington School Improvement Framework for Federal School Accountability under the Every Student Succeeds Act,Education,OSPI Accountability Data,,,,,2206,95,,2020-02-03 12:38:52,2020-02-03 12:48:11,"['wsif', 'washington school improvement framework', 'education', 'k-12', 'accountability', 'ospi', 'report card', '2017', 'students', 'essa', 'every student succeeds act']",,,56,55,11
uup6-isxd,7ykf-4t5h,Demographic Information by School_2013,,Education,,,,,,0,0,,2019-06-29 23:42:45,2019-06-29 23:42:45,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'enrollment']",,,47,0,7
iqrw-294q,bn5q-s6v7,City of Colfax: Building Permits January 2016,This dataset has building permits issued during the month of January 2016.,Economics,"City of Colfax, Washington",,,,http://www.colfaxwa.org,1509,93,PUBLIC_DOMAIN,2016-03-15 11:01:18,2016-03-15 10:59:48,"['colfax', 'building permits', 'permits', 'building', 'january', '2016']",Row,,8,0,6
59us-gyxk,ugen-sv2k,Master Fund Finder Data 11092017 (test),Master Content For WWSFF Prototype Ver. 0.9 (11-09-2017),,,,,,,446,93,,2017-11-09 10:41:39,2017-11-09 10:41:31,N/A,,,24,0,0
6fpy-npmv,x4yv-cfu9,FY17-18 IT Spend By Functional Group,"Summary level information of statewide IT expenditures by government functional group. Data broken down by IT acquisitions, IT maintenance and operations, and data processing services between agencies.",,,,,,,327,92,,2018-02-12 12:13:35,2018-02-12 12:13:14,N/A,,,9,0,0
67b3-yqfv,fuyk-waw8,S Summary Tables 12-05-2018,Snake AA summary table for 2018 SOS,Natural Resources & Environment,Governor's Salmon Recovery Office,2018,Even years as part of the State of the Salmon in Watersheds biennial report.,"Jennifer Johnson, Governor's Salmon Recovery Office.",,709,91,,2016-12-05 13:12:40,2019-01-07 09:04:14,"['salmon', 'state-of-salmon']",,,3,3,2
vk6s-am8z,bvsx-y3xv,High School Graduate Outcomes - First Year Enrollment by Sector,,Education,Education Research & Data Center,2005-2016,Annual,,https://erdc.wa.gov/data-dashboards/high-school-feedback-report,0,0,,2020-05-26 15:21:54,2020-05-26 15:21:53,"['p20w', 'longitudinal']",,,9,9,2
esyr-g8p5,7ykf-4t5h,Student Enrollment 2013-14 School Year,"This file includes enrollment data from 2013-14 school year. Data are disaggregated by school, district, and state levels and include counts of students by the following groups: grade level, gender, race/ethnicity, and student programs, and special characteristics. Please review the notes below for more information.",Education,OSPI,,,,https://washingtonstatereportcard.ospi.k12.wa.us/,93,90,,2020-05-26 09:24:22,2020-05-26 09:24:21,"['ospi', 'k-12', 'enrollment', 'student', '2014']","Single Organization (School, District, or State) by Grade Level",,43,32,5
6xgf-ceg4,bvsx-y3xv,Juvenile Justice Dashboard - Workforce Outcomes,,Education,Education Research & Data Center,2012-2016,Annual,,https://erdc.wa.gov/data-dashboards/juvenile-justice-dashboard,204,88,,2019-05-21 12:40:49,2019-05-21 12:40:49,"['p20w', 'juvenile justice', 'longitudinal']",,,8,8,3
ff68-pa9c,h9w5-qfr2,Watershed Health Monitoring: Copper in Stream Sediment,This file lists random sites sampled during the first round of statewide surveys (2009-2012). The list also provides the average copper concentration from 1-2 samples of sediment for the given sample year. Coordinates are provided for each site.,Natural Resources & Environment,glenn.merritt@ecy.wa.gov,2009-2012,as needed,Glenn Merritt,https://ecology.wa.gov/Research-Data/Monitoring-assessment/River-stream-monitoring/Habitat-monitoring/Watershed-health,236,89,PUBLIC_DOMAIN,2018-09-04 09:29:08,2018-09-04 09:29:07,"['watershed health monitoring', 'habitat', 'status and trends monitoring', 'sediment', 'copper', 'streams']",Random site,English,7,7,6
76ay-i9t9,wbwq-kxbs,Asotin County Library District Program Attendance,"This dataset reports annual attendance at Asotin County (WA) Library District programs. The library district reports the figures annually to the Public Libraries Survey, administered by the Washington State Library in cooperation with the U.S. Institute of Museum and Library Services. For a detailed glossary of terms and more information about the survey, visit the Statistics page at the Washington State Library: https://www.sos.wa.gov/library/libraries/libdev/publications.aspx#WAStats",Culture and Community,Asotin County Library District,2007 to 2018,annually,,https://asotincountylibrary.org/,563,89,PUBLIC_DOMAIN,2019-08-30 11:11:26,2019-08-30 11:11:26,"['public library', 'programs', 'adults', 'children', 'young adults', 'summer reading', 'clarkston', 'clarkston heights', 'asotin', 'asotin county']",One calendar year of attendance figures ,,9,9,10
hn4a-bdxf,ybgg-3x27,TEST Centroids for School District maps,Matching file for applying coordinates to districts when crating boundary maps in Socrata. See first two columns for corrections to districts where calculated centroid is not within boundaries.,Education,OSPI as analyzed by WSAC,,,,,958,87,,2017-11-16 16:48:09,2017-11-16 16:44:18,"['gis', 'map', 'school district']",,,36,0,3
mibg-3zz6,mr74-7w2j,Habitat Project Focus Metrics  (12-04-2020),"Included here are restoration measures for three types of projects: riparian habitat treatments, estuary habitat treatments, and fish passage barrier corrections.

For more detailed information about these essential activities, visit the Recreation and Conservation Office’s Salmon Recovery Portal and PRISM Project Search public databases, the Lower Columbia Fish Recovery Board’s SalmonPORT, and data from the Washington Department of Natural Resources, State Parks, Washington Department of Fish and Wildlife, and Washington Department of Transportation.",Natural Resources & Environment,Washington Recreation and Conservation Office,2005 - 2020,every two years,Multiple ,https://www.rco.wa.gov/,347,87,,2018-11-01 15:28:19,2020-12-04 15:49:17,"['state of salmon in watersheds 2018', 'habitat projects', 'barrier removal', 'riparian acres treated', 'riparian miles treated', 'river miles opened', 'salmon', 'recovery']",,English,12,12,8
ahzy-gsvh,fuyk-waw8,LC Summary Tables 12-05-2018,Lower Columbia AA summary table for 2018 SOS,Natural Resources & Environment,Governor's Salmon Recovery Office,2018,Even years as part of the State of the Salmon in Watersheds biennial report.,"Jennifer Johnson, Governor's Salmon Recovery Office.",,637,88,,2016-11-29 07:12:00,2019-01-07 09:30:53,"['salmon', 'state-of-salmon']",,,4,4,2
5wav-rrs8,x4yv-cfu9,Fiscal Year 2017 IT Spend By Functional Group,Spend numbers are reflected as of the most recently closed fiscal month.,Economics,OCIO,November Fiscal Year 2017,,,,841,86,,2017-01-10 09:59:46,2017-01-10 09:56:25,['it spend'],Row,,4,0,1
b5av-kucj,7ykf-4t5h,CTE Course Enrollment by District - cluster areas_2017,,Education,,,,,,209,86,,2019-06-30 17:18:29,2019-06-30 17:18:29,"['reportcard', 'ospi', 'k-12', 'student', '2017', 'district', 'cte']",,,15,0,7
kbzr-6x76,fuyk-waw8,Statewide Barriers Removed,,,,,,,,910,86,,2012-12-04 23:46:38,2012-12-04 23:45:49,N/A,,,2,0,0
uxv9-c2g9,arda-prru,City of Clarkston Building Permits,This dataset shows the City of Clarkston building permit activity.  Data is compiled by City of Clarkston Public Works.,Economics,City of Clarkston Washington Public Works Department,"January 1, 2014 to December 31, 2019",Annually,,,17,86,USGOV_WORKS,2020-09-15 16:37:25,2020-09-15 16:37:24,"['building permits', 'city of clarkston wa', 'construction', 'building and planning', 'asotin county']",record of permitted construction activity.,,6,6,5
6fex-3r7d,h2p6-jrpv,WDFW-Fish Plants,,,,,,,,334,85,,2019-05-15 17:31:39,2021-02-15 06:06:12,N/A,,,24,0,0
9yby-x59c,fuyk-waw8,Adult Abundance Population Data (2020 SOS),,Natural Resources & Environment,WDFW,,,,,6,84,,2020-12-04 04:27:26,2020-12-04 04:33:50,['wdfw sdfp'],,,14,0,1
6grp-8ghq,dkib-4akw,DNR Project Codes for Financial Reporting,"AFRS project codes used by DNR for financial accounting/reporting purposes. 

DNR = WA Dept of Natural Resources
AFRS = WA State Agency Financial Reporting System.",,WA Dept of Natural Resources,01/01/1989 to date,Daily,AFRS,,383,84,,2019-04-05 09:36:46,2021-02-14 21:16:47,N/A,DNR Project,,5,0,0
vgxg-6wg9,wbwq-kxbs,"Relationship of Victim to Offender, Clarkston Police Department","This dataset shows the relationship of victims to offenders for crimes as reported by the City of Clarkston Police Department to NIBRS (National Incident-Based Reporting System), Group A",Public Safety,City of Clarkston Police Department,2016-2019,Annually,,,36,84,USGOV_WORKS,2020-11-06 15:13:50,2020-11-30 14:58:34,"['police', 'offenses', 'relationships', 'family', 'clarkston', 'victims', 'offenders', 'asotin county', 'crime', 'nibrs']",representation of the relationship between the victim of a crime and the offender and the number of crimes by type of relationship.,,3,3,10
7jcx-yszx,7ykf-4t5h,Report Card Educators 2019-20 School Year,"This file includes Report Card educator data from the 2019-20 school year. Data is disaggregated by school, district, and the state level and includes counts of Teachers, Principals, and Other School Leaders. For teachers, this dataset includes the average years of experience, years of experience distributions count and percent. For Principals and Other School Leaders, this dataset includes count and percent who are inexperienced and average years of experience as a principal or other school leader measured through FTE. Please review the notes below for more information.",Education,OSPI,2019-20 School Year,Annual,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,29,83,,2020-12-15 12:52:18,2020-12-15 12:52:18,"['ospi', 'k-12', 'educators', 'teachers']",,English,29,0,4
hwpd-vvc3,fuyk-waw8,Middle Columbia Adult Abundance Summary Tables 12-05-2018,Table provides a high-level summary of the adequacy of adult abundance data for the Middle Columbia salmon recovery region.,Natural Resources & Environment,Governor's Salmon Recovery Office,2018,Even years as part of the State of the Salmon in Watersheds biennial report.,"Jennifer Johnson, Governor's Salmon Recovery Office.",,638,83,,2016-11-29 10:48:53,2018-12-30 10:22:39,"['salmon', 'state-of-salmon']",Row,,4,4,2
gga2-dn2v,7ykf-4t5h,Demographic Information by School_2011,,Education,,,,,,192,84,,2019-06-29 23:35:20,2019-06-29 23:35:20,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'school', 'enrollment']",,,47,0,7
ehju-t29q,ugen-sv2k,Test-2,,,,,,,,1028,83,,2016-05-06 17:55:18,2016-05-06 17:54:36,N/A,Row,,12,0,0
izse-xpxv,mr74-7w2j,Hatchery Locations,Hatchery locations for State of Salmon in Watersheds report. Data were provided by Washington Department of Fish and Wildlife. Hatchery location information and compliance with hatchery genetic management program are indicated.,Natural Resources & Environment,Washington Recreation and Conservation Office,2016 - 2018,every two years,WDFW,https://www.rco.wa.gov/,260,83,,2018-11-16 12:42:46,2018-11-16 12:42:45,"['wdfw', 'hatchery', 'genetic management program', 'location', 'state of salmon in watershed']",Hatchery ,English,7,7,5
kzee-y7cg,mr74-7w2j,Biennial Funding (12-04-2020),"Funding data includes salmon recovery funding from Washington Recreation and Conservation Office's Project Management System (PRISM). All funding programs that support salmon recovery were included in  the data extract. NOTE: For reporting consistency, only 1999 - 2019 were depicted in the charts for State of Salmon in Watershed report.",Natural Resources & Environment,Washington Recreation and Conservation Office,1999 - 2020,every two years,PRISM,https://www.rco.wa.gov/,218,83,,2020-12-04 15:27:46,2020-12-04 15:27:46,"['salmon recovery', 'funding', 'state of salmon in watersheds', 'recreation and conservation office', 'prism']",Project funding ,English,25,25,5
3fui-us56,wbwq-kxbs,"Weapons Used in Crimes, Clarkston Police Department","This dataset shows the types and numbers of weapons used in crimes reported by the City of Clarkston Police Department to NIBRS (National Incident-Based Reporting System), Group A.",Public Safety,City of Clarkston Police Department,2016-2019,Annually,,,29,83,USGOV_WORKS,2020-11-05 16:43:50,2020-11-25 13:15:55,"['clarkston', 'asotin county', 'police', 'crime', 'offenses', 'weapons', 'nibrs']",a representation of the type of weapon and number of weapons used in crimes in a given year.,,3,3,7
sg4a-7hjj,h9w5-qfr2,Watershed Health Monitoring: Non-native species 2009-2012,"This is a list of random sites sampled for the Watershed Health Monitoring surveys of 2009-2012 (Round 1 through the state). The list provides indication of which non-native aquatic vertebrate species were detected at each site, plus the stream km represented by each site.",Natural Resources & Environment,,2009-2012,as needed,Glenn Merritt,https://ecology.wa.gov/Research-Data/Monitoring-assessment/River-stream-monitoring/Habitat-monitoring/Watershed-health,215,82,PUBLIC_DOMAIN,2018-08-30 15:35:40,2018-08-30 15:35:40,"['watershed health monitoring', 'aquatic vertebrate assemblage', 'fish community', 'amphibian community', 'biological assessment', 'non-native species', 'streams', 'habitat']",Random site,English,31,31,8
